17:12:03 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:03 KiB Mem : 32721572 total,   302372 free, 12132584 used, 20286616 buff/cache
17:12:07  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:07  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:07  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.00 vehicle_client
17:12:07  3458 udi       20   0 1144576  70540  13488 S   0.0  0.2   6:45.00 gps_handler.py
17:12:07  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:07  3493 udi       20   0  417304  11416  10392 S   0.0  0.0  12:58.41 encoder_to_odom
17:12:07  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.63 gps_odom_node
17:12:07  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:07  3862 udi       20   0  959060 204536  60068 S   0.0  0.6   7:07.29 init_location
17:12:07  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.49 proto_reader
17:12:07  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.69 gps_init
17:12:07  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.38 current_odom_sa
17:12:07  3887 udi       20   0  336544  11212  10040 S   0.0  0.0  14:53.51 convert
17:12:07  3977 udi       20   0  358944  13328  11732 S   0.0  0.0  14:38.54 lower_control
17:12:07  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.15 opendrive_globa
17:12:07 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.90 cmcc_sdk_node
17:12:07 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.89 gui_tools_set_n
17:12:07 CPU MHz:             2900.000
17:12:08 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:08 KiB Mem : 32721572 total,   282692 free, 12149592 used, 20289288 buff/cache
17:12:08  3935 udi       20   0  851088 296992  17080 R 123.5  0.9 382:23.67 lidar_preproces
17:12:08 23628 udi       20   0 9169780 947524 721724 S  88.2  2.9 301:35.42 uobs
17:12:08 21713 udi       20   0 2528740 189176  93492 R  70.6  0.6  26:17.39 rviz
17:12:08  3823 udi       20   0  699784  89516  49360 S  41.2  0.3 117:55.03 distance_indica
17:12:08  1633 udi       20   0 1677372  48416  19416 S  29.4  0.1 105:03.54 event_data_reco
17:12:08  3537 udi       20   0  685504  71340  10772 S  29.4  0.2  97:46.02 hesai_lidar_nod
17:12:08  3560 udi       20   0  685504  68720  10792 S  29.4  0.2  77:20.20 hesai_lidar_nod
17:12:08  3557 udi       20   0  685504  71316  10708 S  23.5  0.2  87:25.50 hesai_lidar_nod
17:12:08  3571 udi       20   0  685504  69016  10536 S  23.5  0.2  81:04.83 hesai_lidar_nod
17:12:08  3871 udi       20   0  357856  21600  11260 R  23.5  0.1  75:41.79 intergration
17:12:08  3549 udi       20   0  685504  69048  10716 S  17.6  0.2  78:06.39 hesai_lidar_nod
17:12:08  3864 udi       20   0 5473688 3.086g  62924 S  17.6  9.9 222:47.43 localization
17:12:08  3880 udi       20   0  364696  40212  10624 S  17.6  0.1  50:13.40 lidar_filter
17:12:08  1643 udi       20   0  816588  19832  12524 S  11.8  0.1  47:57.34 can_port
17:12:08  3818 udi       20   0 1156048 164896  59608 S  11.8  0.5  41:29.43 localization_sw
17:12:08  3493 udi       20   0  417304  11416  10392 S   5.9  0.0  12:58.43 encoder_to_odom
17:12:08  3648 udi       20   0  491956  12588  11112 S   5.9  0.0  22:34.11 ekf_localizatio
17:12:08  3870 udi       20   0  349336  10756   9784 S   5.9  0.0   2:32.70 gps_init
17:12:08  3887 udi       20   0  336544  11212  10040 S   5.9  0.0  14:53.54 convert
17:12:08  3977 udi       20   0  358944  13328  11732 S   5.9  0.0  14:38.57 lower_control
17:12:08  3978 udi       20   0  410628  11688  10524 S   5.9  0.0  30:50.00 sys_data_hub
17:12:08  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:08  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:08  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.00 vehicle_client
17:12:08  3458 udi       20   0 1144576  70540  13488 S   0.0  0.2   6:45.01 gps_handler.py
17:12:08  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:08  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.63 gps_odom_node
17:12:08  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:08  3862 udi       20   0  959060 204536  60068 S   0.0  0.6   7:07.30 init_location
17:12:08  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.49 proto_reader
17:12:08  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.38 current_odom_sa
17:12:08  4116 udi       20   0  429924  33324  15936 S   0.0  0.1   9:06.18 opendrive_behav
17:12:08  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.16 opendrive_globa
17:12:08 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.90 cmcc_sdk_node
17:12:08 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.89 gui_tools_set_n
17:12:08 CPU MHz:             2900.000
17:12:08 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:08 KiB Mem : 32721572 total,   270964 free, 12160704 used, 20289904 buff/cache
17:12:08  3935 udi       20   0  857056 300500  17080 R 111.1  0.9 382:24.34 lidar_preproces
17:12:08 23628 udi       20   0 9169780 947524 721724 S  77.8  2.9 301:35.90 uobs
17:12:08 21713 udi       20   0 2528740 189176  93492 R  66.7  0.6  26:17.86 rviz
17:12:08  3823 udi       20   0  689428  79488  49360 S  38.9  0.2 117:55.31 distance_indica
17:12:08  3537 udi       20   0  685504  71340  10772 S  27.8  0.2  97:46.19 hesai_lidar_nod
17:12:08  1633 udi       20   0 1677372  48416  19416 S  22.2  0.1 105:03.71 event_data_reco
17:12:08  3549 udi       20   0  685504  69048  10716 S  22.2  0.2  78:06.52 hesai_lidar_nod
17:12:08  3557 udi       20   0  685504  71316  10708 S  22.2  0.2  87:25.65 hesai_lidar_nod
17:12:08  3560 udi       20   0  685504  68720  10792 S  22.2  0.2  77:20.32 hesai_lidar_nod
17:12:08  3864 udi       20   0 5473688 3.086g  62924 S  22.2  9.9 222:47.64 localization
17:12:08  3871 udi       20   0  357856  21600  11260 S  22.2  0.1  75:41.92 intergration
17:12:08  3880 udi       20   0  364696  40212  10624 S  22.2  0.1  50:13.49 lidar_filter
17:12:08  3571 udi       20   0  685504  69016  10536 S  16.7  0.2  81:04.96 hesai_lidar_nod
17:12:08  3648 udi       20   0  491956  12588  11112 S  11.1  0.0  22:34.15 ekf_localizatio
17:12:08  3818 udi       20   0 1156048 164896  59608 S  11.1  0.5  41:29.49 localization_sw
17:12:08  1643 udi       20   0  816588  19832  12524 S   5.6  0.1  47:57.41 can_port
17:12:08  3493 udi       20   0  417304  11416  10392 S   5.6  0.0  12:58.45 encoder_to_odom
17:12:08  3977 udi       20   0  358944  13328  11732 S   5.6  0.0  14:38.60 lower_control
17:12:08  3978 udi       20   0  410628  11688  10524 S   5.6  0.0  30:50.05 sys_data_hub
17:12:08  4116 udi       20   0  429924  33324  15936 S   5.6  0.1   9:06.20 opendrive_behav
17:12:08  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:08  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:08  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.01 vehicle_client
17:12:08  3458 udi       20   0 1144576  70540  13488 S   0.0  0.2   6:45.02 gps_handler.py
17:12:08  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:08  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.63 gps_odom_node
17:12:08  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:08  3862 udi       20   0  959060 204536  60068 S   0.0  0.6   7:07.31 init_location
17:12:08  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.49 proto_reader
17:12:08  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.70 gps_init
17:12:08  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.39 current_odom_sa
17:12:08  3887 udi       20   0  336544  11212  10040 S   0.0  0.0  14:53.56 convert
17:12:08  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.17 opendrive_globa
17:12:08 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.90 cmcc_sdk_node
17:12:08 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.90 gui_tools_set_n
17:12:08 CPU MHz:             2900.000
17:12:09 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:09 KiB Mem : 32721572 total,   279912 free, 12150664 used, 20290996 buff/cache
17:12:09  3935 udi       20   0  859188 304388  17080 R 125.0  0.9 382:25.01 lidar_preproces
17:12:09 23628 udi       20   0 9169780 947524 721724 S  93.8  2.9 301:36.43 uobs
17:12:09 21713 udi       20   0 2528740 189176  93492 R  75.0  0.6  26:18.31 rviz
17:12:09  3823 udi       20   0  705380  95060  49360 S  37.5  0.3 117:55.56 distance_indica
17:12:09  1633 udi       20   0 1677372  48416  19416 S  25.0  0.1 105:03.87 event_data_reco
17:12:09  3537 udi       20   0  685504  71340  10772 S  25.0  0.2  97:46.34 hesai_lidar_nod
17:12:09  3557 udi       20   0  685504  71316  10708 S  25.0  0.2  87:25.79 hesai_lidar_nod
17:12:09  3560 udi       20   0  685504  68720  10792 S  25.0  0.2  77:20.45 hesai_lidar_nod
17:12:09  3571 udi       20   0  685504  69016  10536 S  25.0  0.2  81:05.10 hesai_lidar_nod
17:12:09  3864 udi       20   0 5473688 3.086g  62924 S  25.0  9.9 222:47.81 localization
17:12:09  3871 udi       20   0  357856  21600  11260 S  25.0  0.1  75:42.05 intergration
17:12:09  3549 udi       20   0  685504  69048  10716 S  18.8  0.2  78:06.64 hesai_lidar_nod
17:12:09  3818 udi       20   0 1156048 150892  59608 S  18.8  0.5  41:29.56 localization_sw
17:12:09  1643 udi       20   0  816588  19832  12524 S  12.5  0.1  47:57.49 can_port
17:12:09  3880 udi       20   0  364696  40212  10624 S  12.5  0.1  50:13.56 lidar_filter
17:12:09  3978 udi       20   0  410628  11688  10524 S  12.5  0.0  30:50.10 sys_data_hub
17:12:09  1728 root      20   0  924436  38172  25112 S   6.2  0.1   4:36.02 vehicle_client
17:12:09  3648 udi       20   0  491956  12588  11112 S   6.2  0.0  22:34.18 ekf_localizatio
17:12:09  3862 udi       20   0  959060 204536  60068 S   6.2  0.6   7:07.33 init_location
17:12:09  3870 udi       20   0  349336  10756   9784 S   6.2  0.0   2:32.71 gps_init
17:12:09  3977 udi       20   0  358944  13328  11732 S   6.2  0.0  14:38.63 lower_control
17:12:09  4116 udi       20   0  429924  33324  15936 S   6.2  0.1   9:06.22 opendrive_behav
17:12:09 29530 udi       20   0 1252232 156976  73436 S   6.2  0.5   5:22.91 gui_tools_set_n
17:12:09  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:09  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:09  3458 udi       20   0 1144576  70540  13488 S   0.0  0.2   6:45.03 gps_handler.py
17:12:09  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:09  3493 udi       20   0  417304  11416  10392 S   0.0  0.0  12:58.47 encoder_to_odom
17:12:09  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.63 gps_odom_node
17:12:09  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:09  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.49 proto_reader
17:12:09  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.39 current_odom_sa
17:12:09  3887 udi       20   0  336544  11212  10040 S   0.0  0.0  14:53.58 convert
17:12:09  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.18 opendrive_globa
17:12:09 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.90 cmcc_sdk_node
17:12:09 CPU MHz:             2900.000
17:12:10 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:10 KiB Mem : 32721572 total,   278740 free, 12151836 used, 20290996 buff/cache
17:12:10  3935 udi       20   0  851632 297724  17080 R 100.0  0.9 382:25.62 lidar_preproces
17:12:10 23628 udi       20   0 9169780 947524 721724 S  82.4  2.9 301:36.94 uobs
17:12:10 21713 udi       20   0 2528740 189176  93492 R  58.8  0.6  26:18.75 rviz
17:12:10  3823 udi       20   0  689428  79488  49360 S  41.2  0.2 117:55.83 distance_indica
17:12:10  3864 udi       20   0 5473688 3.086g  62924 S  35.3  9.9 222:48.00 localization
17:12:10  3537 udi       20   0  685504  71340  10772 S  29.4  0.2  97:46.50 hesai_lidar_nod
17:12:10  1633 udi       20   0 1677372  48416  19416 S  23.5  0.1 105:04.05 event_data_reco
17:12:10  3549 udi       20   0  685504  69048  10716 S  23.5  0.2  78:06.77 hesai_lidar_nod
17:12:10  3557 udi       20   0  685504  71316  10708 S  23.5  0.2  87:25.93 hesai_lidar_nod
17:12:10  3560 udi       20   0  685504  68720  10792 S  23.5  0.2  77:20.57 hesai_lidar_nod
17:12:10  3571 udi       20   0  685504  69016  10536 S  23.5  0.2  81:05.23 hesai_lidar_nod
17:12:10  3871 udi       20   0  357856  21600  11260 S  23.5  0.1  75:42.18 intergration
17:12:10  1643 udi       20   0  816588  19832  12524 S  11.8  0.1  47:57.57 can_port
17:12:10  3880 udi       20   0  364696  40212  10624 S  11.8  0.1  50:13.64 lidar_filter
17:12:10  3458 udi       20   0 1144576  70540  13488 S   5.9  0.2   6:45.04 gps_handler.py
17:12:10  3493 udi       20   0  417304  11416  10392 S   5.9  0.0  12:58.50 encoder_to_odom
17:12:10  3648 udi       20   0  491956  12588  11112 S   5.9  0.0  22:34.21 ekf_localizatio
17:12:10  3818 udi       20   0 1156048 159340  59608 S   5.9  0.5  41:29.62 localization_sw
17:12:10  3862 udi       20   0  959060 204536  60068 S   5.9  0.6   7:07.34 init_location
17:12:10  3887 udi       20   0  336544  11212  10040 S   5.9  0.0  14:53.61 convert
17:12:10  3978 udi       20   0  410628  11688  10524 S   5.9  0.0  30:50.14 sys_data_hub
17:12:10 29530 udi       20   0 1252232 156976  73436 S   5.9  0.5   5:22.92 gui_tools_set_n
17:12:10  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:10  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:10  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.02 vehicle_client
17:12:10  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:10  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.64 gps_odom_node
17:12:10  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:10  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.49 proto_reader
17:12:10  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.71 gps_init
17:12:10  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.40 current_odom_sa
17:12:10  3977 udi       20   0  358944  13328  11732 S   0.0  0.0  14:38.65 lower_control
17:12:10  4116 udi       20   0  429924  33324  15936 S   0.0  0.1   9:06.23 opendrive_behav
17:12:10  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.19 opendrive_globa
17:12:10 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.90 cmcc_sdk_node
17:12:10 CPU MHz:             2900.000
17:12:10 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:10 KiB Mem : 32721572 total,   297368 free, 12132748 used, 20291456 buff/cache
17:12:10  3935 udi       20   0  855184 299112  17080 R 111.8  0.9 382:26.25 lidar_preproces
17:12:10 21713 udi       20   0 2528740 189176  93492 R  64.7  0.6  26:19.23 rviz
17:12:10 23628 udi       20   0 9169780 947524 721724 S  64.7  2.9 301:37.37 uobs
17:12:10  3823 udi       20   0  689428  79488  49360 S  41.2  0.2 117:56.11 distance_indica
17:12:10  1633 udi       20   0 1677372  48416  19416 S  29.4  0.1 105:04.22 event_data_reco
17:12:10  3537 udi       20   0  685504  71340  10772 S  29.4  0.2  97:46.66 hesai_lidar_nod
17:12:10  3560 udi       20   0  685504  68720  10792 S  29.4  0.2  77:20.70 hesai_lidar_nod
17:12:10  3549 udi       20   0  685504  69048  10716 S  23.5  0.2  78:06.90 hesai_lidar_nod
17:12:10  3557 udi       20   0  685504  71316  10708 S  23.5  0.2  87:26.07 hesai_lidar_nod
17:12:10  3571 udi       20   0  685504  69016  10536 S  23.5  0.2  81:05.36 hesai_lidar_nod
17:12:10  3864 udi       20   0 5473688 3.086g  62924 S  23.5  9.9 222:48.16 localization
17:12:10  3871 udi       20   0  357856  21600  11260 R  17.6  0.1  75:42.30 intergration
17:12:10  1643 udi       20   0  816588  19832  12524 S  11.8  0.1  47:57.64 can_port
17:12:10  3648 udi       20   0  491956  12588  11112 S  11.8  0.0  22:34.26 ekf_localizatio
17:12:10  3818 udi       20   0 1156048 151148  59608 S  11.8  0.5  41:29.69 localization_sw
17:12:10  3880 udi       20   0  364696  40212  10624 S  11.8  0.1  50:13.73 lidar_filter
17:12:10  1728 root      20   0  924436  38172  25112 S   5.9  0.1   4:36.04 vehicle_client
17:12:10  3493 udi       20   0  417304  11416  10392 S   5.9  0.0  12:58.51 encoder_to_odom
17:12:10  3862 udi       20   0  959060 204536  60068 S   5.9  0.6   7:07.35 init_location
17:12:10  3887 udi       20   0  336544  11212  10040 S   5.9  0.0  14:53.64 convert
17:12:10  3977 udi       20   0  358944  13328  11732 S   5.9  0.0  14:38.68 lower_control
17:12:10  3978 udi       20   0  410628  11688  10524 S   5.9  0.0  30:50.19 sys_data_hub
17:12:10  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:10  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:10  3458 udi       20   0 1144576  70540  13488 S   0.0  0.2   6:45.05 gps_handler.py
17:12:10  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:10  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.64 gps_odom_node
17:12:10  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:10  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.49 proto_reader
17:12:10  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.71 gps_init
17:12:10  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.40 current_odom_sa
17:12:10  4116 udi       20   0  429924  33324  15936 S   0.0  0.1   9:06.24 opendrive_behav
17:12:10  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.19 opendrive_globa
17:12:10 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.91 cmcc_sdk_node
17:12:10 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.92 gui_tools_set_n
17:12:10 CPU MHz:             2899.999
17:12:11 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:11 KiB Mem : 32721572 total,   282504 free, 12147612 used, 20291456 buff/cache
17:12:11  3935 udi       20   0  857992 302808  17080 R 111.8  0.9 382:26.88 lidar_preproces
17:12:11 23628 udi       20   0 9169780 947524 721724 S  88.2  2.9 301:37.85 uobs
17:12:11 21713 udi       20   0 2528740 189176  93492 R  70.6  0.6  26:19.69 rviz
17:12:11  3823 udi       20   0  699776  89516  49360 S  41.2  0.3 117:56.40 distance_indica
17:12:11  1633 udi       20   0 1677372  48416  19416 S  29.4  0.1 105:04.40 event_data_reco
17:12:11  3557 udi       20   0  685504  71316  10708 S  29.4  0.2  87:26.22 hesai_lidar_nod
17:12:11  3571 udi       20   0  685504  69016  10536 S  29.4  0.2  81:05.50 hesai_lidar_nod
17:12:11  3537 udi       20   0  685504  71340  10772 S  23.5  0.2  97:46.82 hesai_lidar_nod
17:12:11  3560 udi       20   0  685504  68720  10792 S  23.5  0.2  77:20.82 hesai_lidar_nod
17:12:11  1643 udi       20   0  816588  19832  12524 S  17.6  0.1  47:57.72 can_port
17:12:11  3549 udi       20   0  685504  69048  10716 S  17.6  0.2  78:07.02 hesai_lidar_nod
17:12:11  3864 udi       20   0 5473688 3.086g  62924 S  17.6  9.9 222:48.34 localization
17:12:11  3871 udi       20   0  357856  21600  11260 S  17.6  0.1  75:42.42 intergration
17:12:11  3880 udi       20   0  364696  40212  10624 S  17.6  0.1  50:13.81 lidar_filter
17:12:11  3493 udi       20   0  417304  11416  10392 S   5.9  0.0  12:58.53 encoder_to_odom
17:12:11  3648 udi       20   0  491956  12588  11112 S   5.9  0.0  22:34.29 ekf_localizatio
17:12:11  3818 udi       20   0 1156048 156428  59608 S   5.9  0.5  41:29.75 localization_sw
17:12:11  3887 udi       20   0  336544  11212  10040 S   5.9  0.0  14:53.66 convert
17:12:11  3977 udi       20   0  358944  13328  11732 R   5.9  0.0  14:38.71 lower_control
17:12:11  3978 udi       20   0  410628  11688  10524 S   5.9  0.0  30:50.23 sys_data_hub
17:12:11  4116 udi       20   0  429924  33324  15936 S   5.9  0.1   9:06.26 opendrive_behav
17:12:11  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:11  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:11  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.04 vehicle_client
17:12:11  3458 udi       20   0 1144576  70540  13488 S   0.0  0.2   6:45.06 gps_handler.py
17:12:11  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:11  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.64 gps_odom_node
17:12:11  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:11  3862 udi       20   0  959060 204536  60068 S   0.0  0.6   7:07.35 init_location
17:12:11  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.49 proto_reader
17:12:11  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.71 gps_init
17:12:11  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.41 current_odom_sa
17:12:11  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.20 opendrive_globa
17:12:11 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.91 cmcc_sdk_node
17:12:11 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.93 gui_tools_set_n
17:12:11 CPU MHz:             2899.999
17:12:11 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:11 KiB Mem : 32721572 total,   270120 free, 12159348 used, 20292104 buff/cache
17:12:11  3935 udi       20   0  857048 304188  17080 S 123.5  0.9 382:27.53 lidar_preproces
17:12:11 23628 udi       20   0 9169780 947524 721724 S  94.1  2.9 301:38.36 uobs
17:12:11 21713 udi       20   0 2528740 189176  93492 R  64.7  0.6  26:20.15 rviz
17:12:11  3823 udi       20   0  694600  81068  49360 R  41.2  0.2 117:56.68 distance_indica
17:12:11  1633 udi       20   0 1677372  48416  19416 S  29.4  0.1 105:04.58 event_data_reco
17:12:11  3537 udi       20   0  685504  71340  10772 S  29.4  0.2  97:46.99 hesai_lidar_nod
17:12:11  3557 udi       20   0  685504  71316  10708 S  29.4  0.2  87:26.36 hesai_lidar_nod
17:12:11  3864 udi       20   0 5473688 3.086g  62924 S  29.4  9.9 222:48.53 localization
17:12:11  3549 udi       20   0  685504  69048  10716 S  23.5  0.2  78:07.16 hesai_lidar_nod
17:12:11  3560 udi       20   0  685504  68720  10792 S  23.5  0.2  77:20.95 hesai_lidar_nod
17:12:11  3571 udi       20   0  685504  69016  10536 S  23.5  0.2  81:05.63 hesai_lidar_nod
17:12:11  3818 udi       20   0 1156048 164876  59608 S  17.6  0.5  41:29.83 localization_sw
17:12:11  3871 udi       20   0  357856  21600  11260 S  17.6  0.1  75:42.54 intergration
17:12:11  3880 udi       20   0  364696  40212  10624 S  17.6  0.1  50:13.89 lidar_filter
17:12:11  1643 udi       20   0  816588  19832  12524 S  11.8  0.1  47:57.79 can_port
17:12:11  3648 udi       20   0  491956  12588  11112 S   5.9  0.0  22:34.32 ekf_localizatio
17:12:11  3978 udi       20   0  410628  11688  10524 S   5.9  0.0  30:50.28 sys_data_hub
17:12:11  1573 root      20   0   80620    812    732 S   0.0  0.0   0:00.15 quectel-CM
17:12:11  1574 udi       20   0  380416  63016  11468 S   0.0  0.2   0:26.53 roscore
17:12:11  1728 root      20   0  924436  38172  25112 S   0.0  0.1   4:36.05 vehicle_client
17:12:11  3458 udi       20   0 1144576  70540  13488 S   0.0  0.2   6:45.07 gps_handler.py
17:12:11  3467 udi       20   0  728384  60896  11480 S   0.0  0.2   0:00.44 gps_ntrip_clien
17:12:11  3493 udi       20   0  417304  11416  10392 S   0.0  0.0  12:58.55 encoder_to_odom
17:12:11  3499 udi       20   0  401892  10492   9552 S   0.0  0.0   1:41.64 gps_odom_node
17:12:11  3742 udi       20   0  376116  51584   2460 S   0.0  0.2   0:01.53 gps_ntrip_clien
17:12:11  3862 udi       20   0  959060 204536  60068 S   0.0  0.6   7:07.36 init_location
17:12:11  3863 udi       20   0  337804  11464  10476 S   0.0  0.0   0:18.49 proto_reader
17:12:11  3870 udi       20   0  349336  10756   9784 S   0.0  0.0   2:32.72 gps_init
17:12:11  3877 udi       20   0  412080  12172  10976 S   0.0  0.0   3:34.42 current_odom_sa
17:12:11  3887 udi       20   0  336544  11212  10040 S   0.0  0.0  14:53.68 convert
17:12:11  3977 udi       20   0  358944  13328  11732 S   0.0  0.0  14:38.73 lower_control
17:12:11  4116 udi       20   0  429924  33324  15936 S   0.0  0.1   9:06.27 opendrive_behav
17:12:11  4132 udi       20   0  380392  27736  14404 S   0.0  0.1   5:24.21 opendrive_globa
17:12:11 18430 udi       20   0  426676  11200  10084 S   0.0  0.0   0:00.91 cmcc_sdk_node
17:12:11 29530 udi       20   0 1252232 156976  73436 S   0.0  0.5   5:22.94 gui_tools_set_n
17:12:11 CPU MHz:             2899.999
17:12:12 %Cpu(s): 55.8 us, 10.7 sy,  0.0 ni, 31.9 id,  0.1 wa,  0.0 hi,  1.6 si,  0.0 st
17:12:12 KiB Mem : 32721572 total,   277332 free, 12151236 used, 20293004 buff/cache
17:12:12  3935 udi       20   0  859188 303072  17080 R 111.8  0.9 382:28.18 lidar_preproces
